GAME_DATE_EST,HOME_TEAM_NAME,VISITOR_TEAM_NAME,PTS_home,PTS_away,HOME_TEAM_WINS,MARKET_PROB_home,MARKET_PROB_away,prob_margin,correct,league,accepted,STATUS
2025-03-21,Mississippi St.,Baylor,72,75,0,0.522193,0.477807,0.022193,0,usa_ncaa,1,finished
2025-03-21,Missouri,Drake,57,67,0,0.681922,0.318078,0.181922,0,usa_ncaa,1,finished
2025-03-21,Ole Miss,North Carolina,71,64,1,0.463542,0.536458,0.036458,0,usa_ncaa,1,finished
2025-03-21,St. John's (N.Y.),Nebraska O.,83,53,1,0.924041,0.075959,0.424041,1,usa_ncaa,1,finished
2025-03-21,St. Marys (CA),Vanderbilt,59,56,1,0.645933,0.354067,0.145933,1,usa_ncaa,1,finished
2025-03-21,Texas A&M,Yale,80,71,1,0.725367,0.274633,0.225367,1,usa_ncaa,1,finished
2025-03-21,Texas Tech,NC Wilmington,82,72,1,0.900376,0.099624,0.400376,1,usa_ncaa,1,finished
2025-03-21,UCLA,Utah State,72,47,1,0.677346,0.322654,0.177346,1,usa_ncaa,1,finished
2025-03-20,Auburn,Alabama State,83,63,1,0.966798,0.033202,0.466798,1,usa_ncaa,1,finished
2025-03-20,Brigham Young,VCU Rams,80,71,1,0.564433,0.435567,0.064433,1,usa_ncaa,1,finished
2025-03-20,Clemson,McNeese State,67,69,0,0.728216,0.271784,0.228216,0,usa_ncaa,1,finished
2025-03-20,Gonzaga,Georgia,89,68,1,0.734151,0.265849,0.234151,1,usa_ncaa,1,finished
2025-03-20,Houston,Siu Edwardsville,78,40,1,0.965016,0.034984,0.465016,1,usa_ncaa,1,finished
2025-03-20,Louisville,Creighton,75,89,0,0.596977,0.403023,0.096977,0,usa_ncaa,1,finished
2025-03-20,Purdue,High Point,75,63,1,0.751953,0.248047,0.251953,1,usa_ncaa,1,finished
2025-03-20,Tennessee,Wofford,77,62,1,0.930405,0.069595,0.430405,1,usa_ncaa,1,finished
2025-03-20,Wisconsin,Montana,85,66,1,0.906082,0.093918,0.406082,1,usa_ncaa,1,finished
2025-03-20,Texas,Xavier,80,86,0,0.431877,0.568123,0.068123,1,usa_ncaa,1,finished
2025-03-19,American University,Mount St. Mary's,72,83,0,0.578005,0.421995,0.078005,0,usa_ncaa,1,finished
2025-03-19,San Diego State,North Carolina,68,95,0,0.352518,0.647482,0.147482,1,usa_ncaa,1,finished
2025-03-18,Alabama State,St. Francis (PA),70,68,1,0.614428,0.385572,0.114428,1,usa_ncaa,1,finished
2026-05-03,Bydgoszcz,Starogard Gdanski,68,62,1,0.724731,0.275269,0.224731,1,poland_1_liga,1,finished
2026-05-03,Spojnia Stargard,LKS Lodz,71,107,0,0.265263,0.734737,0.234737,1,poland_1_liga,1,finished
2026-05-02,Bydgoszcz,Starogard Gdanski,101,78,1,0.648649,0.351351,0.148649,1,poland_1_liga,1,finished
2026-05-02,Spojnia Stargard,LKS Lodz,66,95,0,0.417323,0.582677,0.082677,1,poland_1_liga,1,finished
2026-04-29,Spojnia Stargard,Pelplin,93,78,1,0.745902,0.254098,0.245902,1,poland_1_liga,1,finished
2026-04-26,GKS Tychy,LKS Lodz,74,89,0,0.419948,0.580052,0.080052,1,poland_1_liga,1,finished
2026-04-26,Kotwica Kolobrzeg,Bydgoszcz,68,99,0,0.381679,0.618321,0.118321,1,poland_1_liga,1,finished
2026-04-26,Lancut,Starogard Gdanski,82,91,0,0.471698,0.528302,0.028302,1,poland_1_liga,1,finished
2026-04-26,Pelplin,Spojnia Stargard,83,76,1,0.407311,0.592689,0.092689,0,poland_1_liga,1,finished
2026-04-25,GKS Tychy,LKS Lodz,66,80,0,0.487805,0.512195,0.012195,1,poland_1_liga,1,finished
2026-04-25,Kotwica Kolobrzeg,Bydgoszcz,84,94,0,0.419948,0.580052,0.080052,1,poland_1_liga,1,finished
2026-04-25,Lancut,Starogard Gdanski,82,81,1,0.508108,0.491892,0.008108,1,poland_1_liga,1,finished
2026-04-25,Pelplin,Spojnia Stargard,68,92,0,0.458445,0.541555,0.041555,1,poland_1_liga,1,finished
2026-04-20,Bydgoszcz,Kotwica Kolobrzeg,106,79,1,0.701357,0.298643,0.201357,1,poland_1_liga,1,finished
2026-04-19,Spojnia Stargard,Pelplin,84,87,0,0.714602,0.285398,0.214602,0,poland_1_liga,1,finished
2026-04-19,LKS Lodz,GKS Tychy,83,79,1,0.646192,0.353808,0.146192,1,poland_1_liga,1,finished
2026-04-19,Starogard Gdanski,Lancut,91,90,1,0.660194,0.339806,0.160194,1,poland_1_liga,1,finished
2026-04-18,Spojnia Stargard,Pelplin,96,80,1,0.728051,0.271949,0.228051,1,poland_1_liga,1,finished
2026-04-18,LKS Lodz,GKS Tychy,68,79,0,0.655257,0.344743,0.155257,0,poland_1_liga,1,finished
2026-04-18,Starogard Gdanski,Lancut,94,81,1,0.586387,0.413613,0.086387,1,poland_1_liga,1,finished
2025-05-24,Krosno,Bydgoszcz,89,80,1,0.525606,0.474394,0.025606,1,poland_1_liga,1,finished
2025-05-18,Bydgoszcz,Krosno,87,77,1,0.575198,0.424802,0.075198,1,poland_1_liga,1,finished
2025-05-17,Bydgoszcz,Krosno,72,73,0,0.636591,0.363409,0.136591,0,poland_1_liga,1,finished
2025-05-14,Lancut,WKK Wroclaw,82,71,1,0.6375,0.3625,0.1375,1,poland_1_liga,1,finished
2025-05-11,Krosno,Bydgoszcz,86,84,1,0.535135,0.464865,0.035135,1,poland_1_liga,1,finished
2025-05-10,Krosno,Bydgoszcz,86,94,0,0.514905,0.485095,0.014905,0,poland_1_liga,1,finished
2025-05-10,WKK Wroclaw,Lancut,95,100,0,0.491892,0.508108,0.008108,1,poland_1_liga,1,finished
2025-05-04,Lancut,Bydgoszcz,63,99,0,0.549333,0.450667,0.049333,0,poland_1_liga,1,finished
2025-05-03,Lancut,Bydgoszcz,61,76,0,0.591623,0.408377,0.091623,0,poland_1_liga,1,finished
2025-05-03,WKK Wroclaw,Krosno,78,80,0,0.389744,0.610256,0.110256,1,poland_1_liga,1,finished
2025-04-27,Bydgoszcz,Lancut,73,75,0,0.623737,0.376263,0.123737,0,poland_1_liga,1,finished
2025-04-27,Krosno,WKK Wroclaw,88,73,1,0.696347,0.303653,0.196347,1,poland_1_liga,1,finished
2025-04-26,Bydgoszcz,Lancut,62,76,0,0.682243,0.317757,0.182243,0,poland_1_liga,1,finished
2025-04-26,Krosno,WKK Wroclaw,93,74,1,0.766859,0.233141,0.266859,1,poland_1_liga,1,finished
2025-04-23,Lancut,Kotwica Kolobrzeg,79,78,1,0.533693,0.466307,0.033693,1,poland_1_liga,1,finished
2025-04-23,WKK Wroclaw,GKS Tychy,85,80,1,0.520216,0.479784,0.020216,1,poland_1_liga,1,finished
2025-04-18,GKS Tychy,WKK Wroclaw,91,76,1,0.582677,0.417323,0.082677,1,poland_1_liga,1,finished
2025-04-17,Kotwica Kolobrzeg,Lancut,73,82,0,0.663438,0.336562,0.163438,0,poland_1_liga,1,finished
2025-04-17,GKS Tychy,WKK Wroclaw,79,86,0,0.712389,0.287611,0.212389,0,poland_1_liga,1,finished
2025-04-16,Inowroclaw,Krosno,69,75,0,0.303653,0.696347,0.196347,1,poland_1_liga,1,finished
2025-04-16,Kotwica Kolobrzeg,Lancut,90,63,1,0.629723,0.370277,0.129723,1,poland_1_liga,1,finished
2025-04-16,Pelplin,Bydgoszcz,95,107,0,0.302961,0.697039,0.197039,1,poland_1_liga,1,finished
2025-04-14,WKK Wroclaw,GKS Tychy,67,87,0,0.558511,0.441489,0.058511,0,poland_1_liga,1,finished
2025-04-13,Bydgoszcz,Pelplin,114,78,1,0.810316,0.189684,0.310316,1,poland_1_liga,1,finished
2025-04-13,Krosno,Inowroclaw,92,66,1,0.756487,0.243513,0.256487,1,poland_1_liga,1,finished
2025-04-13,Lancut,Kotwica Kolobrzeg,78,63,1,0.56,0.44,0.06,1,poland_1_liga,1,finished
2025-04-13,WKK Wroclaw,GKS Tychy,80,78,1,0.530997,0.469003,0.030997,1,poland_1_liga,1,finished
2025-04-12,Bydgoszcz,Pelplin,98,77,1,0.717105,0.282895,0.217105,1,poland_1_liga,1,finished
2025-04-12,Krosno,Inowroclaw,77,52,1,0.746421,0.253579,0.246421,1,poland_1_liga,1,finished
2025-04-12,Lancut,Kotwica Kolobrzeg,82,83,0,0.5953,0.4047,0.0953,0,poland_1_liga,1,finished
2026-06-15,Poitiers,Pau-Orthez,72,81,0,0.454545,0.545455,0.045455,1,France Elite 2,1,finished
2026-06-12,Pau-Orthez,Poitiers,82,106,0,0.752515,0.247485,0.252515,0,France Elite 2,1,finished
2026-06-09,Poitiers,Nantes,85,75,1,0.637717,0.362283,0.137717,1,France Elite 2,1,finished
2026-06-06,Orleans,Pau-Orthez,85,90,0,0.618687,0.381313,0.118687,0,France Elite 2,1,finished
2026-06-03,Pau-Orthez,Orleans,90,72,1,0.564304,0.435696,0.064304,1,France Elite 2,1,finished
2026-05-31,Ada Blois,Nantes,68,88,0,0.626263,0.373737,0.126263,0,France Elite 2,1,finished
2026-05-31,Poitiers,Saint Quentin,76,73,1,0.427441,0.572559,0.072559,0,France Elite 2,1,finished
2026-05-28,Chalons-Reims,Pau-Orthez,78,79,0,0.509434,0.490566,0.009434,0,France Elite 2,1,finished
2026-05-27,Nantes,Ada Blois,81,84,0,0.627204,0.372796,0.127204,0,France Elite 2,1,finished
2026-05-27,Saint Quentin,Poitiers,84,81,1,0.872902,0.127098,0.372902,1,France Elite 2,1,finished
2026-05-27,Vichy,Orleans,73,79,0,0.52957,0.47043,0.02957,0,France Elite 2,1,finished
2026-05-24,Ada Blois,Nantes,73,83,0,0.665072,0.334928,0.165072,0,France Elite 2,1,finished
2026-05-24,Orleans,Vichy,71,56,1,0.718004,0.281996,0.218004,1,France Elite 2,1,finished
2025-05-13,Ada Blois,St. Chamond,115,81,1,0.831832,0.168168,0.331832,1,France Elite 2,1,finished
2025-05-13,Boulazac,Chartres,91,82,1,0.909253,0.090747,0.409253,1,France Elite 2,1,finished
2025-05-13,Caen,Orleans,77,82,0,0.439153,0.560847,0.060847,1,France Elite 2,1,finished
2025-05-13,Chalons-Reims,ASA,71,68,1,0.363184,0.636816,0.136816,0,France Elite 2,1,finished
2025-05-13,Denain-Voltaire,Aix Maurienne,104,95,1,0.473262,0.526738,0.026738,0,France Elite 2,1,finished
2025-05-13,Evreux,Rouen,95,78,1,0.510753,0.489247,0.010753,1,France Elite 2,1,finished
2025-05-13,Nantes,Poitiers,82,88,0,0.387755,0.612245,0.112245,1,France Elite 2,1,finished
2025-05-13,Vichy,Hyeres-Toulon,83,60,1,0.836041,0.163959,0.336041,1,France Elite 2,1,finished
2025-05-10,Orleans,Boulazac,80,81,0,0.420366,0.579634,0.079634,1,France Elite 2,1,finished
2025-05-09,Aix Maurienne,Chalons-Reims,97,91,1,0.721983,0.278017,0.221983,1,France Elite 2,1,finished
2025-05-09,ASA,Nantes,75,57,1,0.810544,0.189456,0.310544,1,France Elite 2,1,finished
2025-05-09,Chartres,Vichy,69,75,0,0.338942,0.661058,0.161058,1,France Elite 2,1,finished
2025-05-09,Hyeres-Toulon,Evreux,82,92,0,0.585937,0.414062,0.085937,0,France Elite 2,1,finished
2025-05-09,Pau-Orthez,Ada Blois,87,80,1,0.369077,0.630923,0.130923,0,France Elite 2,1,finished
2025-05-09,Poitiers,Antibes,76,82,0,0.582245,0.417755,0.082245,0,France Elite 2,1,finished
2025-05-09,Roanne,Denain-Voltaire,116,85,1,0.749495,0.250505,0.249495,1,France Elite 2,1,finished
2025-05-09,Rouen,Caen,71,69,1,0.711454,0.288546,0.211454,1,France Elite 2,1,finished
2025-05-07,St. Chamond,Fos-sur-Mer,83,84,0,0.854667,0.145333,0.354667,0,France Elite 2,1,finished
2025-05-03,Ada Blois,Chartres,99,76,1,0.899805,0.100195,0.399805,1,France Elite 2,1,finished
2025-05-03,Boulazac,Evreux,88,58,1,0.868064,0.131936,0.368064,1,France Elite 2,1,finished
2025-05-03,Fos-sur-Mer,Poitiers,77,78,0,0.330166,0.669834,0.169834,1,France Elite 2,1,finished
2025-05-03,Orleans,Rouen,92,78,1,0.70045,0.29955,0.20045,1,France Elite 2,1,finished
2025-05-02,Aix Maurienne,St. Chamond,88,107,0,0.674528,0.325472,0.174528,0,France Elite 2,1,finished
2025-05-02,Chalons-Reims,Antibes,81,90,0,0.473262,0.526738,0.026738,1,France Elite 2,1,finished
2025-05-02,Denain-Voltaire,Pau-Orthez,89,75,1,0.477212,0.522788,0.022788,0,France Elite 2,1,finished
2025-05-02,Hyeres-Toulon,ASA,87,93,0,0.376884,0.623116,0.123116,1,France Elite 2,1,finished
2025-05-02,Roanne,Nantes,88,73,1,0.849862,0.150138,0.349862,1,France Elite 2,1,finished
2025-05-02,Vichy,Caen,93,75,1,0.761252,0.238748,0.261252,1,France Elite 2,1,finished
2025-04-29,Boulazac,Pau-Orthez,84,63,1,0.696145,0.303855,0.196145,1,France Elite 2,1,finished
2025-04-29,Rouen,Chalons-Reims,77,78,0,0.701794,0.298206,0.201794,0,France Elite 2,1,finished
2025-04-28,Caen,St. Chamond,81,105,0,0.538462,0.461538,0.038462,0,France Elite 2,1,finished
2025-04-27,ASA,Denain-Voltaire,81,83,0,0.728814,0.271186,0.228814,0,France Elite 2,1,finished
2025-04-25,Boulazac,Roanne,91,78,1,0.703371,0.296629,0.203371,1,France Elite 2,1,finished
2025-04-25,Caen,Fos-sur-Mer,77,71,1,0.782051,0.217949,0.282051,1,France Elite 2,1,finished
2025-04-25,Evreux,St. Chamond,84,59,1,0.5,0.5,0.0,1,France Elite 2,1,finished
2025-04-25,Nantes,Ada Blois,67,76,0,0.289823,0.710177,0.210177,1,France Elite 2,1,finished
2025-04-25,Pau-Orthez,Aix Maurienne,103,100,1,0.68894,0.31106,0.18894,1,France Elite 2,1,finished
2025-04-25,Poitiers,Hyeres-Toulon,83,76,1,0.760314,0.239686,0.260314,1,France Elite 2,1,finished
2025-04-25,Vichy,Chalons-Reims,82,72,1,0.806723,0.193277,0.306723,1,France Elite 2,1,finished
2025-04-24,Rouen,Chartres,79,74,1,0.810544,0.189456,0.310544,1,France Elite 2,1,finished
2025-04-19,Chartres,Antibes,76,71,1,0.333333,0.666667,0.166667,0,France Elite 2,1,finished
2025-04-19,Denain-Voltaire,Rouen,79,86,0,0.564644,0.435356,0.064644,0,France Elite 2,1,finished
2025-04-19,Poitiers,Ada Blois,79,97,0,0.417755,0.582245,0.082245,1,France Elite 2,1,finished
2025-04-18,Aix Maurienne,ASA,83,79,1,0.557029,0.442971,0.057029,1,France Elite 2,1,finished
2025-04-18,Fos-sur-Mer,Evreux,89,92,0,0.517426,0.482574,0.017426,0,France Elite 2,1,finished
2025-04-18,Hyeres-Toulon,Roanne,82,87,0,0.376263,0.623737,0.123737,1,France Elite 2,1,finished
2025-04-18,Nantes,Vichy,91,82,1,0.256674,0.743326,0.243326,0,France Elite 2,1,finished
2025-04-15,Chalons-Reims,Caen,78,77,1,0.6325,0.3675,0.1325,1,France Elite 2,1,finished
2025-04-12,Ada Blois,Rouen,92,65,1,0.775701,0.224299,0.275701,1,France Elite 2,1,finished
2025-04-12,Boulazac,Hyeres-Toulon,93,64,1,0.825545,0.174455,0.325545,1,France Elite 2,1,finished
2025-04-12,Fos-sur-Mer,Vichy,79,94,0,0.274678,0.725322,0.225322,1,France Elite 2,1,finished
2025-04-11,ASA,Chartres,74,68,1,0.849239,0.150761,0.349239,1,France Elite 2,1,finished
2025-04-11,Antibes,Nantes,87,65,1,0.703371,0.296629,0.203371,1,France Elite 2,1,finished
2025-04-11,Caen,Denain-Voltaire,78,83,0,0.577428,0.422572,0.077428,0,France Elite 2,1,finished
2025-04-11,Chalons-Reims,St. Chamond,79,99,0,0.521505,0.478495,0.021505,0,France Elite 2,1,finished
2025-04-11,Evreux,Orleans,73,76,0,0.326241,0.673759,0.173759,1,France Elite 2,1,finished
2025-04-11,Pau-Orthez,Poitiers,93,78,1,0.715217,0.284783,0.215217,1,France Elite 2,1,finished
2025-04-11,Roanne,Aix Maurienne,82,100,0,0.736402,0.263598,0.236402,0,France Elite 2,1,finished
2025-04-08,Ada Blois,Fos-sur-Mer,103,58,1,0.893333,0.106667,0.393333,1,France Elite 2,1,finished
2025-04-08,ASA,Antibes,90,81,1,0.666667,0.333333,0.166667,1,France Elite 2,1,finished
2025-04-08,Chartres,Roanne,68,92,0,0.257202,0.742798,0.242798,1,France Elite 2,1,finished
2025-04-08,Denain-Voltaire,St. Chamond,95,106,0,0.571053,0.428947,0.071053,0,France Elite 2,1,finished
2025-04-08,Hyeres-Toulon,Aix Maurienne,98,84,1,0.491935,0.508065,0.008065,0,France Elite 2,1,finished
2025-04-08,Nantes,Caen,82,87,0,0.669048,0.330952,0.169048,0,France Elite 2,1,finished
2025-04-08,Poitiers,Orleans,79,71,1,0.566138,0.433862,0.066138,1,France Elite 2,1,finished
2025-04-08,Vichy,Evreux,96,78,1,0.793651,0.206349,0.293651,1,France Elite 2,1,finished
2025-04-05,Orleans,Ada Blois,64,66,0,0.594805,0.405195,0.094805,0,France Elite 2,1,finished
2025-04-05,St. Chamond,Vichy,83,97,0,0.595855,0.404145,0.095855,0,France Elite 2,1,finished
2025-04-04,Aix Maurienne,Nantes,75,88,0,0.691244,0.308756,0.191244,0,France Elite 2,1,finished
2025-04-04,Antibes,Caen,94,80,1,0.723542,0.276458,0.223542,1,France Elite 2,1,finished
2025-04-04,Chalons-Reims,Boulazac,81,98,0,0.436508,0.563492,0.063492,1,France Elite 2,1,finished
2025-04-04,Denain-Voltaire,Hyeres-Toulon,74,64,1,0.708889,0.291111,0.208889,1,France Elite 2,1,finished
2025-04-04,Evreux,Poitiers,69,75,0,0.423684,0.576316,0.076316,1,France Elite 2,1,finished
2025-04-04,Fos-sur-Mer,Chartres,67,65,1,0.572559,0.427441,0.072559,1,France Elite 2,1,finished
2025-04-04,Pau-Orthez,ASA,81,76,1,0.599483,0.400517,0.099483,1,France Elite 2,1,finished
2025-04-04,Roanne,Rouen,79,63,1,0.680751,0.319249,0.180751,1,France Elite 2,1,finished
2025-03-29,Fos-sur-Mer,Orleans,60,77,0,0.277056,0.722944,0.222944,1,France Elite 2,1,finished
2025-03-28,Ada Blois,Evreux,84,62,1,0.866915,0.133085,0.366915,1,France Elite 2,1,finished
2025-03-28,ASA,Boulazac,69,56,1,0.536193,0.463807,0.036193,1,France Elite 2,1,finished
2025-03-28,Caen,Roanne,76,67,1,0.392308,0.607692,0.107692,0,France Elite 2,1,finished
2025-03-28,Nantes,Chartres,74,84,0,0.80737,0.19263,0.30737,0,France Elite 2,1,finished
2025-03-28,Pau-Orthez,Chalons-Reims,81,77,1,0.719565,0.280435,0.219565,1,France Elite 2,1,finished
2025-03-28,Poitiers,Aix Maurienne,84,73,1,0.68894,0.31106,0.18894,1,France Elite 2,1,finished
2025-03-28,Rouen,Antibes,68,75,0,0.633416,0.366584,0.133416,0,France Elite 2,1,finished
2025-03-28,St. Chamond,Hyeres-Toulon,96,83,1,0.72591,0.27409,0.22591,1,France Elite 2,1,finished
2025-03-28,Vichy,Denain-Voltaire,71,66,1,0.699095,0.300905,0.199095,1,France Elite 2,1,finished
2025-03-23,Chartres,Poitiers,78,93,0,0.327791,0.672209,0.172209,1,France Elite 2,1,finished
2025-03-22,Antibes,Vichy,81,76,1,0.569921,0.430079,0.069921,1,France Elite 2,1,finished
2025-03-21,Aix Maurienne,Caen,106,92,1,0.706667,0.293333,0.206667,1,France Elite 2,1,finished
2025-03-21,Chalons-Reims,Fos-sur-Mer,82,68,1,0.740125,0.259875,0.240125,1,France Elite 2,1,finished
2025-03-21,Denain-Voltaire,Nantes,75,85,0,0.650367,0.349633,0.150367,0,France Elite 2,1,finished
2025-03-21,Hyeres-Toulon,Ada Blois,85,82,1,0.273504,0.726496,0.226496,0,France Elite 2,1,finished
2025-03-21,Roanne,St. Chamond,89,84,1,0.697039,0.302961,0.197039,1,France Elite 2,1,finished
2025-03-18,ASA,Caen,80,77,1,0.798611,0.201389,0.298611,1,France Elite 2,1,finished
2025-03-15,Ada Blois,Roanne,89,85,1,0.712719,0.287281,0.212719,1,France Elite 2,1,finished
2025-03-15,Boulazac,Aix Maurienne,62,69,0,0.801029,0.198971,0.301029,0,France Elite 2,1,finished
2025-03-14,ASA,Fos-sur-Mer,86,80,1,0.876168,0.123832,0.376168,1,France Elite 2,1,finished
2025-03-14,Caen,Chartres,84,72,1,0.723176,0.276824,0.223176,1,France Elite 2,1,finished
2025-03-14,Evreux,Antibes,76,80,0,0.485255,0.514745,0.014745,1,France Elite 2,1,finished
2025-03-14,Nantes,Chalons-Reims,88,96,0,0.660241,0.339759,0.160241,0,France Elite 2,1,finished
2025-03-14,Poitiers,Denain-Voltaire,96,79,1,0.638614,0.361386,0.138614,1,France Elite 2,1,finished
2025-03-14,Rouen,Hyeres-Toulon,81,77,1,0.774011,0.225989,0.274011,1,France Elite 2,1,finished
2025-03-14,St. Chamond,Pau-Orthez,90,80,1,0.529412,0.470588,0.029412,1,France Elite 2,1,finished
2025-03-14,Vichy,Orleans,79,76,1,0.532086,0.467914,0.032086,1,France Elite 2,1,finished
2025-03-11,Aix Maurienne,Ada Blois,91,87,1,0.391304,0.608696,0.108696,0,France Elite 2,1,finished
2025-03-11,Fos-sur-Mer,Boulazac,56,82,0,0.210339,0.789661,0.289661,1,France Elite 2,1,finished
2025-03-11,Hyeres-Toulon,Nantes,73,78,0,0.483871,0.516129,0.016129,1,France Elite 2,1,finished
2025-03-11,Orleans,Chalons-Reims,78,59,1,0.780037,0.219963,0.280037,1,France Elite 2,1,finished
2025-03-11,Pau-Orthez,Rouen,71,74,0,0.686775,0.313225,0.186775,0,France Elite 2,1,finished
2025-03-11,Poitiers,Vichy,78,76,1,0.620253,0.379747,0.120253,1,France Elite 2,1,finished
2025-03-11,Roanne,Evreux,88,76,1,0.800687,0.199313,0.300687,1,France Elite 2,1,finished
2025-03-11,St. Chamond,Antibes,89,103,0,0.656934,0.343066,0.156934,0,France Elite 2,1,finished
2025-03-08,Ada Blois,ASA,80,75,1,0.710177,0.289823,0.210177,1,France Elite 2,1,finished
2025-03-07,Antibes,Hyeres-Toulon,79,72,1,0.75,0.25,0.25,1,France Elite 2,1,finished
2025-03-07,Chalons-Reims,Poitiers,91,73,1,0.452128,0.547872,0.047872,0,France Elite 2,1,finished
2025-03-07,Denain-Voltaire,Evreux,78,75,1,0.754,0.246,0.254,1,France Elite 2,1,finished
2025-03-07,Nantes,Orleans,73,78,0,0.516129,0.483871,0.016129,0,France Elite 2,1,finished
2025-03-07,Rouen,Fos-sur-Mer,70,60,1,0.80339,0.19661,0.30339,1,France Elite 2,1,finished
2025-03-07,Vichy,Boulazac,70,69,1,0.537433,0.462567,0.037433,1,France Elite 2,1,finished
2025-03-06,Chartres,Aix Maurienne,89,88,1,0.371859,0.628141,0.128141,0,France Elite 2,1,finished
2025-03-01,Boulazac,Poitiers,89,77,1,0.706013,0.293987,0.206013,1,France Elite 2,1,finished
2025-03-01,Orleans,Chartres,79,70,1,0.897132,0.102868,0.397132,1,France Elite 2,1,finished
2025-02-28,ASA,Roanne,83,74,1,0.560847,0.439153,0.060847,1,France Elite 2,1,finished
2025-02-28,Antibes,Ada Blois,71,74,0,0.452128,0.547872,0.047872,1,France Elite 2,1,finished
2025-02-28,Chalons-Reims,Denain-Voltaire,76,75,1,0.540107,0.459893,0.040107,1,France Elite 2,1,finished
2025-02-28,Evreux,Aix Maurienne,88,91,0,0.506739,0.493261,0.006739,0,France Elite 2,1,finished
2025-02-28,Hyeres-Toulon,Caen,67,77,0,0.584856,0.415144,0.084856,0,France Elite 2,1,finished
2025-02-28,Pau-Orthez,Fos-sur-Mer,92,78,1,0.78245,0.21755,0.28245,1,France Elite 2,1,finished
2025-02-28,Rouen,Vichy,96,84,1,0.578534,0.421466,0.078534,1,France Elite 2,1,finished
2025-02-28,St. Chamond,Nantes,86,90,0,0.696833,0.303167,0.196833,0,France Elite 2,1,finished
2025-02-09,Roanne,Chalons-Reims,86,77,1,0.774011,0.225989,0.274011,1,France Elite 2,1,finished
2025-02-08,Ada Blois,Boulazac,85,71,1,0.592208,0.407792,0.092208,1,France Elite 2,1,finished
2025-02-08,Caen,Evreux,79,82,0,0.660241,0.339759,0.160241,0,France Elite 2,1,finished
2025-02-07,Aix Maurienne,Antibes,83,70,1,0.602564,0.397436,0.102564,1,France Elite 2,1,finished
2025-02-07,Chartres,St. Chamond,70,75,0,0.246,0.754,0.254,1,France Elite 2,1,finished
2025-02-07,Denain-Voltaire,Orleans,75,61,1,0.489247,0.510753,0.010753,0,France Elite 2,1,finished
2025-02-07,Fos-sur-Mer,Hyeres-Toulon,69,70,0,0.667464,0.332536,0.167464,0,France Elite 2,1,finished
2025-02-07,Nantes,Rouen,87,83,1,0.52815,0.47185,0.02815,1,France Elite 2,1,finished
2025-02-07,Poitiers,ASA,74,89,0,0.6325,0.3675,0.1325,0,France Elite 2,1,finished
