GAME_DATE_EST,HOME_TEAM_NAME,VISITOR_TEAM_NAME,PTS_home,PTS_away,HOME_TEAM_WINS,MARKET_PROB_home,MARKET_PROB_away,prob_margin,correct,league,accepted,STATUS
2026-02-16,Cento,Libertas Livorno,81,74,1,0.421053,0.578947,0.078947,0,italy_serie_a2,1,finished
2026-02-15,Basket Torino,Mestre,75,73,1,0.710177,0.289823,0.210177,1,italy_serie_a2,1,finished
2026-02-15,Brindisi,Roseto,93,74,1,0.84127,0.15873,0.34127,1,italy_serie_a2,1,finished
2026-02-15,Pistoia,Urania Milano,72,80,0,0.587467,0.412533,0.087467,0,italy_serie_a2,1,finished
2026-02-15,Rimini,Forli,78,63,1,0.702703,0.297297,0.202703,1,italy_serie_a2,1,finished
2026-02-15,Ruvo Di Puglia,Fortitudo Bologna,83,90,0,0.282276,0.717724,0.217724,1,italy_serie_a2,1,finished
2026-02-15,Scafati,Pesaro,84,79,1,0.660241,0.339759,0.160241,1,italy_serie_a2,1,finished
2026-02-15,Sebastiani Rieti,Verona,82,78,1,0.603093,0.396907,0.103093,1,italy_serie_a2,1,finished
2026-02-14,Cividale,JuVi Cremona,76,58,1,0.753507,0.246493,0.253507,1,italy_serie_a2,1,finished
2026-02-11,Cividale,Pesaro,82,83,0,0.553191,0.446809,0.053191,0,italy_serie_a2,1,finished
2026-02-11,JuVi Cremona,Scafati,76,79,0,0.444149,0.555851,0.055851,1,italy_serie_a2,1,finished
2026-02-11,Libertas Livorno,Basket Torino,87,62,1,0.735849,0.264151,0.235849,1,italy_serie_a2,1,finished
2026-02-11,Ruvo Di Puglia,Verona,71,95,0,0.302961,0.697039,0.197039,1,italy_serie_a2,1,finished
2026-02-08,Libertas Livorno,Ruvo Di Puglia,87,65,1,0.858081,0.141919,0.358081,1,italy_serie_a2,1,finished
2026-02-08,Pistoia,Forli,78,73,1,0.559682,0.440318,0.059682,1,italy_serie_a2,1,finished
2026-02-08,Rimini,Avellino Basket,96,101,0,0.625628,0.374372,0.125628,0,italy_serie_a2,1,finished
2026-02-08,Verona,JuVi Cremona,69,78,0,0.785844,0.214156,0.285844,0,italy_serie_a2,1,finished
2026-02-07,Scafati,Roseto,97,75,1,0.833832,0.166168,0.333832,1,italy_serie_a2,1,finished
2026-02-07,Cento,Pesaro,74,80,0,0.437666,0.562334,0.062334,1,italy_serie_a2,1,finished
2026-02-07,Urania Milano,Cividale,90,80,1,0.498652,0.501348,0.001348,0,italy_serie_a2,1,finished
2026-02-06,Basket Torino,Fortitudo Bologna,68,73,0,0.487871,0.512129,0.012129,1,italy_serie_a2,1,finished
2026-02-01,Avellino Basket,Verona,72,71,1,0.516129,0.483871,0.016129,1,italy_serie_a2,1,finished
2026-02-01,Blu Basket Bergamo,Sebastiani Rieti,65,50,1,0.426316,0.573684,0.073684,0,italy_serie_a2,1,finished
2026-02-01,Forli,Cento,90,88,1,0.625628,0.374372,0.125628,1,italy_serie_a2,1,finished
2026-02-01,Fortitudo Bologna,Pistoia,81,61,1,0.793651,0.206349,0.293651,1,italy_serie_a2,1,finished
2026-02-01,Roseto,Urania Milano,62,76,0,0.597938,0.402062,0.097938,0,italy_serie_a2,1,finished
2026-02-01,Ruvo Di Puglia,Rimini,86,94,0,0.361386,0.638614,0.138614,1,italy_serie_a2,1,finished
2026-01-31,Cividale,Basket Torino,72,62,1,0.672986,0.327014,0.172986,1,italy_serie_a2,1,finished
2026-01-31,JuVi Cremona,Libertas Livorno,79,76,1,0.440318,0.559682,0.059682,0,italy_serie_a2,1,finished
2026-01-31,Mestre,Scafati,81,80,1,0.334928,0.665072,0.165072,0,italy_serie_a2,1,finished
2026-01-30,Pesaro,Brindisi,90,82,1,0.549333,0.450667,0.049333,1,italy_serie_a2,1,finished
2026-01-25,Basket Torino,JuVi Cremona,73,74,0,0.698413,0.301587,0.198413,0,italy_serie_a2,1,finished
2026-01-25,Brindisi,Avellino Basket,83,67,1,0.699095,0.300905,0.199095,1,italy_serie_a2,1,finished
2026-01-25,Pesaro,Roseto,80,79,1,0.820064,0.179936,0.320064,1,italy_serie_a2,1,finished
2026-01-25,Rimini,Libertas Livorno,77,109,0,0.633416,0.366584,0.133416,0,italy_serie_a2,1,finished
2026-01-25,Cento,Blu Basket Bergamo,67,71,0,0.621212,0.378788,0.121212,0,italy_serie_a2,1,finished
2026-01-24,Mestre,Ruvo Di Puglia,74,78,0,0.724138,0.275862,0.224138,0,italy_serie_a2,1,finished
2026-01-24,Urania Milano,Forli,99,81,1,0.58377,0.41623,0.08377,1,italy_serie_a2,1,finished
2026-01-21,Avellino Basket,Pesaro,93,73,1,0.566138,0.433862,0.066138,1,italy_serie_a2,1,finished
2026-01-21,Cividale,Brindisi,81,73,1,0.530997,0.469003,0.030997,1,italy_serie_a2,1,finished
2026-01-21,Forli,Basket Torino,74,69,1,0.558511,0.441489,0.058511,1,italy_serie_a2,1,finished
2026-01-21,Fortitudo Bologna,Urania Milano,83,73,1,0.78125,0.21875,0.28125,1,italy_serie_a2,1,finished
2026-01-21,JuVi Cremona,Pistoia,81,68,1,0.617347,0.382653,0.117347,1,italy_serie_a2,1,finished
2026-01-21,Libertas Livorno,Scafati,78,62,1,0.568783,0.431217,0.068783,1,italy_serie_a2,1,finished
2026-01-21,Roseto,Mestre,77,85,0,0.636816,0.363184,0.136816,0,italy_serie_a2,1,finished
2026-01-21,Ruvo Di Puglia,Cento,83,81,1,0.432361,0.567639,0.067639,0,italy_serie_a2,1,finished
2026-01-21,Sebastiani Rieti,Rimini,83,65,1,0.614796,0.385204,0.114796,1,italy_serie_a2,1,finished
2026-01-18,Basket Torino,Avellino Basket,80,67,1,0.550802,0.449198,0.050802,1,italy_serie_a2,1,finished
2026-01-18,Libertas Livorno,Roseto,92,77,1,0.765049,0.234951,0.265049,1,italy_serie_a2,1,finished
2026-01-18,Pesaro,Blu Basket Bergamo,79,68,1,0.718954,0.281046,0.218954,1,italy_serie_a2,1,finished
2026-01-18,Pistoia,Verona,67,81,0,0.415144,0.584856,0.084856,1,italy_serie_a2,1,finished
2026-01-18,Rimini,JuVi Cremona,69,81,0,0.82035,0.17965,0.32035,0,italy_serie_a2,1,finished
2026-01-18,Scafati,Ruvo Di Puglia,109,80,1,0.86675,0.13325,0.36675,1,italy_serie_a2,1,finished
2026-01-17,Brindisi,Urania Milano,86,66,1,0.784672,0.215328,0.284672,1,italy_serie_a2,1,finished
2026-01-17,Fortitudo Bologna,Mestre,90,72,1,0.785844,0.214156,0.285844,1,italy_serie_a2,1,finished
2026-01-17,Cento,Cividale,82,85,0,0.562334,0.437666,0.062334,0,italy_serie_a2,1,finished
2026-01-15,Mestre,Blu Basket Bergamo,85,90,0,0.51752,0.48248,0.01752,0,italy_serie_a2,1,finished
2026-01-11,JuVi Cremona,Brindisi,72,61,1,0.337349,0.662651,0.162651,0,italy_serie_a2,1,finished
2026-01-11,Rimini,Cento,88,66,1,0.794014,0.205986,0.294014,1,italy_serie_a2,1,finished
2026-01-11,Roseto,Basket Torino,69,73,0,0.495957,0.504043,0.004043,1,italy_serie_a2,1,finished
2026-01-11,Ruvo Di Puglia,Pesaro,90,95,0,0.275269,0.724731,0.224731,1,italy_serie_a2,1,finished
2026-01-10,Blu Basket Bergamo,Libertas Livorno,68,76,0,0.562334,0.437666,0.062334,0,italy_serie_a2,1,finished
2026-01-10,Mestre,Forli,55,83,0,0.599483,0.400517,0.099483,0,italy_serie_a2,1,finished
2026-01-10,Urania Milano,Scafati,72,79,0,0.426316,0.573684,0.073684,1,italy_serie_a2,1,finished
2026-01-10,Verona,Fortitudo Bologna,78,60,1,0.656174,0.343826,0.156174,1,italy_serie_a2,1,finished
2026-01-09,Sebastiani Rieti,Cividale,82,54,1,0.681499,0.318501,0.181499,1,italy_serie_a2,1,finished
2026-01-04,Basket Torino,Rimini,64,67,0,0.52815,0.47185,0.02815,0,italy_serie_a2,1,finished
2026-01-04,Brindisi,Verona,74,55,1,0.599483,0.400517,0.099483,1,italy_serie_a2,1,finished
2026-01-04,Forli,JuVi Cremona,69,79,0,0.678404,0.321596,0.178404,0,italy_serie_a2,1,finished
2026-01-04,Fortitudo Bologna,Roseto,89,85,1,0.794376,0.205624,0.294376,1,italy_serie_a2,1,finished
2026-01-04,Libertas Livorno,Avellino Basket,82,77,1,0.624685,0.375315,0.124685,1,italy_serie_a2,1,finished
2026-01-04,Pesaro,Urania Milano,73,68,1,0.780847,0.219153,0.280847,1,italy_serie_a2,1,finished
2026-01-04,Pistoia,Ruvo Di Puglia,79,82,0,0.729787,0.270213,0.229787,0,italy_serie_a2,1,finished
2026-01-04,Scafati,Blu Basket Bergamo,78,59,1,0.709534,0.290466,0.209534,1,italy_serie_a2,1,finished
2026-01-04,Cento,Sebastiani Rieti,89,82,1,0.491892,0.508108,0.008108,0,italy_serie_a2,1,finished
2026-01-03,Cividale,Mestre,77,63,1,0.754491,0.245509,0.254491,1,italy_serie_a2,1,finished
2025-12-28,Avellino Basket,Scafati,72,80,0,0.631579,0.368421,0.131579,0,italy_serie_a2,1,finished
2025-12-28,Blu Basket Bergamo,Forli,93,79,1,0.627204,0.372796,0.127204,1,italy_serie_a2,1,finished
2025-12-28,Rimini,Pistoia,95,69,1,0.716157,0.283843,0.216157,1,italy_serie_a2,1,finished
2025-12-28,Roseto,Brindisi,66,67,0,0.313225,0.686775,0.186775,1,italy_serie_a2,1,finished
2025-12-28,Ruvo Di Puglia,Libertas Livorno,89,83,1,0.263598,0.736402,0.236402,0,italy_serie_a2,1,finished
2025-12-28,Sebastiani Rieti,Fortitudo Bologna,68,62,1,0.582677,0.417323,0.082677,1,italy_serie_a2,1,finished
2025-12-28,Urania Milano,Cento,97,85,1,0.604113,0.395887,0.104113,1,italy_serie_a2,1,finished
2025-12-28,Verona,Pesaro,88,79,1,0.654501,0.345499,0.154501,1,italy_serie_a2,1,finished
2025-12-27,Mestre,Basket Torino,74,69,1,0.510811,0.489189,0.010811,1,italy_serie_a2,1,finished
2025-12-21,Basket Torino,Blu Basket Bergamo,99,66,1,0.617722,0.382278,0.117722,1,italy_serie_a2,1,finished
2025-12-21,Brindisi,Pistoia,76,68,1,0.811881,0.188119,0.311881,1,italy_serie_a2,1,finished
2025-12-21,Forli,Rimini,77,86,0,0.449468,0.550532,0.050532,1,italy_serie_a2,1,finished
2025-12-21,Fortitudo Bologna,Ruvo Di Puglia,91,54,1,0.869512,0.130488,0.369512,1,italy_serie_a2,1,finished
2025-12-21,Pesaro,Sebastiani Rieti,91,73,1,0.65534,0.34466,0.15534,1,italy_serie_a2,1,finished
2025-12-21,Scafati,JuVi Cremona,81,72,1,0.814332,0.185668,0.314332,1,italy_serie_a2,1,finished
2025-12-21,Cento,Verona,69,76,0,0.427822,0.572178,0.072178,1,italy_serie_a2,1,finished
2025-12-21,Urania Milano,Roseto,69,81,0,0.669048,0.330952,0.169048,0,italy_serie_a2,1,finished
2025-12-20,Cividale,Avellino Basket,75,82,0,0.625628,0.374372,0.125628,0,italy_serie_a2,1,finished
2025-12-19,Libertas Livorno,Mestre,75,79,0,0.780443,0.219557,0.280443,0,italy_serie_a2,1,finished
2025-12-17,Rimini,Cividale,74,67,1,0.637717,0.362283,0.137717,1,italy_serie_a2,1,finished
2025-12-17,Sebastiani Rieti,Brindisi,87,76,1,0.506739,0.493261,0.006739,1,italy_serie_a2,1,finished
2025-12-14,Avellino Basket,Forli,90,79,1,0.68894,0.31106,0.18894,1,italy_serie_a2,1,finished
2025-12-14,Blu Basket Bergamo,Brindisi,95,80,1,0.414062,0.585937,0.085938,0,italy_serie_a2,1,finished
2025-12-14,JuVi Cremona,Basket Torino,69,73,0,0.478495,0.521505,0.021505,1,italy_serie_a2,1,finished
2025-12-14,Pesaro,Cento,80,66,1,0.697039,0.302961,0.197039,1,italy_serie_a2,1,finished
2025-12-14,Pistoia,Cividale,78,81,0,0.509434,0.490566,0.009434,0,italy_serie_a2,1,finished
2025-12-14,Rimini,Fortitudo Bologna,83,68,1,0.625628,0.374372,0.125628,1,italy_serie_a2,1,finished
2025-12-14,Roseto,Scafati,68,87,0,0.395887,0.604113,0.104113,1,italy_serie_a2,1,finished
2025-12-14,Ruvo Di Puglia,Urania Milano,75,80,0,0.497312,0.502688,0.002688,1,italy_serie_a2,1,finished
2025-12-14,Sebastiani Rieti,Libertas Livorno,64,75,0,0.601542,0.398458,0.101542,0,italy_serie_a2,1,finished
2025-12-13,Mestre,Verona,74,72,1,0.394872,0.605128,0.105128,0,italy_serie_a2,1,finished
2025-12-10,Blu Basket Bergamo,Fortitudo Bologna,65,56,1,0.532086,0.467914,0.032086,1,italy_serie_a2,1,finished
2025-12-10,Cividale,Urania Milano,78,65,1,0.77881,0.22119,0.27881,1,italy_serie_a2,1,finished
2025-12-08,Forli,Pistoia,85,72,1,0.664269,0.335731,0.164269,1,italy_serie_a2,1,finished
2025-12-07,Basket Torino,Sebastiani Rieti,82,72,1,0.498652,0.501348,0.001348,0,italy_serie_a2,1,finished
2025-12-07,Brindisi,Pesaro,68,64,1,0.657767,0.342233,0.157767,1,italy_serie_a2,1,finished
2025-12-07,Fortitudo Bologna,Libertas Livorno,66,64,1,0.65122,0.34878,0.15122,1,italy_serie_a2,1,finished
2025-12-07,Cento,Avellino Basket,101,90,1,0.487871,0.512129,0.012129,0,italy_serie_a2,1,finished
2025-12-07,Verona,Roseto,89,87,1,0.826625,0.173375,0.326625,1,italy_serie_a2,1,finished
2025-12-06,JuVi Cremona,Ruvo Di Puglia,81,71,1,0.716776,0.283224,0.216776,1,italy_serie_a2,1,finished
2025-12-06,Scafati,Rimini,79,92,0,0.597938,0.402062,0.097938,0,italy_serie_a2,1,finished
2025-12-06,Urania Milano,Mestre,86,85,1,0.588542,0.411458,0.088542,1,italy_serie_a2,1,finished
2025-12-05,Cividale,Blu Basket Bergamo,85,83,1,0.699774,0.300226,0.199774,1,italy_serie_a2,1,finished
2025-12-03,Avellino Basket,Fortitudo Bologna,85,62,1,0.477212,0.522788,0.022788,0,italy_serie_a2,1,finished
2025-12-03,Brindisi,Mestre,83,72,1,0.80737,0.19263,0.30737,1,italy_serie_a2,1,finished
2025-11-30,Libertas Livorno,Verona,76,68,1,0.650367,0.349633,0.150367,1,italy_serie_a2,1,finished
2025-11-30,Pesaro,Basket Torino,81,90,0,0.788909,0.211091,0.288909,0,italy_serie_a2,1,finished
2025-11-30,Pistoia,Cento,91,80,1,0.603093,0.396907,0.103093,1,italy_serie_a2,1,finished
2025-11-30,Roseto,Forli,88,82,1,0.445623,0.554377,0.054377,0,italy_serie_a2,1,finished
2025-11-30,Ruvo Di Puglia,Scafati,75,100,0,0.330952,0.669048,0.169048,1,italy_serie_a2,1,finished
2025-11-29,Urania Milano,JuVi Cremona,84,78,1,0.65122,0.34878,0.15122,1,italy_serie_a2,1,finished
2025-11-26,Basket Torino,Roseto,88,60,1,0.674528,0.325472,0.174528,1,italy_serie_a2,1,finished
2025-11-26,Forli,Pesaro,88,91,0,0.479893,0.520107,0.020107,1,italy_serie_a2,1,finished
2025-11-26,Libertas Livorno,JuVi Cremona,90,77,1,0.791815,0.208185,0.291815,1,italy_serie_a2,1,finished
2025-11-26,Pistoia,Avellino Basket,65,78,0,0.470588,0.529412,0.029412,1,italy_serie_a2,1,finished
2025-11-26,Scafati,Sebastiani Rieti,95,79,1,0.537433,0.462567,0.037433,1,italy_serie_a2,1,finished
2025-11-26,Cento,Rimini,73,78,0,0.428947,0.571053,0.071053,1,italy_serie_a2,1,finished
2025-11-26,Verona,Ruvo Di Puglia,97,78,1,0.890526,0.109474,0.390526,1,italy_serie_a2,1,finished
2025-11-23,Fortitudo Bologna,Forli,81,72,1,0.748479,0.251521,0.248479,1,italy_serie_a2,1,finished
2025-11-23,Pesaro,Cividale,68,79,0,0.707589,0.292411,0.207589,0,italy_serie_a2,1,finished
2025-11-23,Ruvo Di Puglia,Basket Torino,65,79,0,0.512129,0.487871,0.012129,0,italy_serie_a2,1,finished
2025-11-23,Scafati,Pistoia,77,71,1,0.693364,0.306636,0.193364,1,italy_serie_a2,1,finished
2025-11-22,Avellino Basket,Rimini,87,78,1,0.562334,0.437666,0.062334,1,italy_serie_a2,1,finished
2025-11-22,Brindisi,Cento,90,69,1,0.735849,0.264151,0.235849,1,italy_serie_a2,1,finished
2025-11-22,Mestre,JuVi Cremona,75,70,1,0.614796,0.385204,0.114796,1,italy_serie_a2,1,finished
2025-11-22,Roseto,Libertas Livorno,65,72,0,0.430079,0.569921,0.069921,1,italy_serie_a2,1,finished
2025-11-22,Sebastiani Rieti,Urania Milano,94,76,1,0.800344,0.199656,0.300344,1,italy_serie_a2,1,finished
2025-11-21,Verona,Blu Basket Bergamo,78,66,1,0.769084,0.230916,0.269084,1,italy_serie_a2,1,finished
2025-11-16,Avellino Basket,Mestre,75,79,0,0.77963,0.22037,0.27963,0,italy_serie_a2,1,finished
2025-11-16,Basket Torino,Brindisi,66,72,0,0.411458,0.588542,0.088542,1,italy_serie_a2,1,finished
2025-11-16,Cividale,Libertas Livorno,83,65,1,0.578534,0.421466,0.078534,1,italy_serie_a2,1,finished
2025-11-16,Forli,Verona,74,85,0,0.469169,0.530831,0.030831,1,italy_serie_a2,1,finished
2025-11-16,JuVi Cremona,Sebastiani Rieti,74,76,0,0.417755,0.582245,0.082245,1,italy_serie_a2,1,finished
2025-11-16,Pistoia,Roseto,81,73,1,0.694064,0.305936,0.194064,1,italy_serie_a2,1,finished
2025-11-16,Rimini,Ruvo Di Puglia,84,58,1,0.857332,0.142668,0.357332,1,italy_serie_a2,1,finished
2025-11-16,Cento,Fortitudo Bologna,80,67,1,0.394872,0.605128,0.105128,0,italy_serie_a2,1,finished
2025-11-15,Urania Milano,Pesaro,72,93,0,0.377834,0.622166,0.122166,1,italy_serie_a2,1,finished
2025-11-12,Brindisi,Rimini,85,78,1,0.608696,0.391304,0.108696,1,italy_serie_a2,1,finished
2025-11-12,Cividale,Cento,74,68,1,0.669834,0.330166,0.169834,1,italy_serie_a2,1,finished
2025-11-12,JuVi Cremona,Verona,53,75,0,0.365672,0.634328,0.134328,1,italy_serie_a2,1,finished
2025-11-12,Libertas Livorno,Forli,86,59,1,0.642857,0.357143,0.142857,1,italy_serie_a2,1,finished
2025-11-12,Mestre,Fortitudo Bologna,58,81,0,0.394872,0.605128,0.105128,1,italy_serie_a2,1,finished
2025-11-12,Pesaro,Avellino Basket,93,72,1,0.664269,0.335731,0.164269,1,italy_serie_a2,1,finished
2025-11-12,Ruvo Di Puglia,Roseto,88,81,1,0.481183,0.518817,0.018817,0,italy_serie_a2,1,finished
2025-11-12,Scafati,Basket Torino,75,67,1,0.710177,0.289823,0.210177,1,italy_serie_a2,1,finished
2025-11-12,Sebastiani Rieti,Blu Basket Bergamo,68,88,0,0.763107,0.236893,0.263107,0,italy_serie_a2,1,finished
2025-11-12,Urania Milano,Pistoia,92,77,1,0.509383,0.490617,0.009383,1,italy_serie_a2,1,finished
2025-11-09,Blu Basket Bergamo,JuVi Cremona,65,66,0,0.657005,0.342995,0.157005,0,italy_serie_a2,1,finished
2025-11-09,Forli,Urania Milano,80,70,1,0.694761,0.305239,0.194761,1,italy_serie_a2,1,finished
2025-11-09,Pesaro,Scafati,71,69,1,0.68894,0.31106,0.18894,1,italy_serie_a2,1,finished
2025-11-09,Pistoia,Mestre,74,89,0,0.733193,0.266807,0.233193,0,italy_serie_a2,1,finished
2025-11-09,Rimini,Basket Torino,75,72,1,0.77963,0.22037,0.27963,1,italy_serie_a2,1,finished
2025-11-09,Roseto,Cividale,86,89,0,0.449468,0.550532,0.050532,1,italy_serie_a2,1,finished
2025-11-09,Verona,Sebastiani Rieti,61,86,0,0.697727,0.302273,0.197727,0,italy_serie_a2,1,finished
2025-11-08,Avellino Basket,Libertas Livorno,87,80,1,0.614796,0.385204,0.114796,1,italy_serie_a2,1,finished
2025-11-08,Fortitudo Bologna,Brindisi,77,66,1,0.616751,0.383249,0.116751,1,italy_serie_a2,1,finished
2025-11-08,Cento,Ruvo Di Puglia,84,76,1,0.768199,0.231801,0.268199,1,italy_serie_a2,1,finished
2025-11-02,Basket Torino,Forli,62,73,0,0.594805,0.405195,0.094805,0,italy_serie_a2,1,finished
2025-11-02,Brindisi,Cividale,79,70,1,0.719565,0.280435,0.219565,1,italy_serie_a2,1,finished
2025-11-02,JuVi Cremona,Pesaro,75,95,0,0.439153,0.560847,0.060847,1,italy_serie_a2,1,finished
2025-11-02,Libertas Livorno,Rimini,84,83,1,0.536193,0.463807,0.036193,1,italy_serie_a2,1,finished
2025-11-02,Pistoia,Fortitudo Bologna,76,81,0,0.452685,0.547315,0.047315,1,italy_serie_a2,1,finished
2025-11-02,Roseto,Avellino Basket,81,93,0,0.446809,0.553191,0.053191,1,italy_serie_a2,1,finished
2025-11-02,Ruvo Di Puglia,Blu Basket Bergamo,91,84,1,0.388747,0.611253,0.111253,0,italy_serie_a2,1,finished
2025-11-02,Scafati,Cento,82,87,0,0.699095,0.300905,0.199095,0,italy_serie_a2,1,finished
2025-11-01,Mestre,Sebastiani Rieti,94,102,0,0.403101,0.596899,0.096899,1,italy_serie_a2,1,finished
2025-11-01,Urania Milano,Verona,79,73,1,0.331742,0.668258,0.168258,0,italy_serie_a2,1,finished
2025-10-29,Avellino Basket,Blu Basket Bergamo,94,82,1,0.633416,0.366584,0.133416,1,italy_serie_a2,1,finished
2025-10-29,Cividale,Scafati,76,70,1,0.581152,0.418848,0.081152,1,italy_serie_a2,1,finished
2025-10-29,Forli,Mestre,85,80,1,0.699774,0.300226,0.199774,1,italy_serie_a2,1,finished
2025-10-29,Libertas Livorno,Urania Milano,98,60,1,0.661871,0.338129,0.161871,1,italy_serie_a2,1,finished
2025-10-29,Pesaro,Pistoia,82,73,1,0.65942,0.34058,0.15942,1,italy_serie_a2,1,finished
2025-10-29,Rimini,Roseto,85,78,1,0.805743,0.194257,0.305743,1,italy_serie_a2,1,finished
2025-10-29,Sebastiani Rieti,Ruvo Di Puglia,101,78,1,0.840348,0.159652,0.340348,1,italy_serie_a2,1,finished
2025-10-29,Cento,JuVi Cremona,94,74,1,0.636816,0.363184,0.136816,1,italy_serie_a2,1,finished
2025-10-28,Fortitudo Bologna,Basket Torino,85,60,1,0.709534,0.290466,0.209534,1,italy_serie_a2,1,finished
2025-10-28,Verona,Brindisi,85,71,1,0.550532,0.449468,0.050532,1,italy_serie_a2,1,finished
2025-10-26,Pistoia,JuVi Cremona,89,91,0,0.698413,0.301587,0.198413,0,italy_serie_a2,1,finished
2025-10-26,Rimini,Pesaro,86,65,1,0.657767,0.342233,0.157767,1,italy_serie_a2,1,finished
2025-10-26,Roseto,Sebastiani Rieti,83,79,1,0.395887,0.604113,0.104113,0,italy_serie_a2,1,finished
2025-10-26,Ruvo Di Puglia,Avellino Basket,74,67,1,0.274678,0.725322,0.225322,0,italy_serie_a2,1,finished
2025-10-26,Scafati,Libertas Livorno,92,82,1,0.614213,0.385787,0.114213,1,italy_serie_a2,1,finished
2025-10-25,Blu Basket Bergamo,Cento,95,86,1,0.614213,0.385787,0.114213,1,italy_serie_a2,1,finished
2025-10-25,Brindisi,Forli,79,84,0,0.835799,0.164201,0.335799,0,italy_serie_a2,1,finished
2025-10-25,Fortitudo Bologna,Verona,55,47,1,0.538667,0.461333,0.038667,1,italy_serie_a2,1,finished
2025-10-25,Mestre,Cividale,78,79,0,0.442971,0.557029,0.057029,1,italy_serie_a2,1,finished
2025-10-24,Basket Torino,Urania Milano,70,67,1,0.638614,0.361386,0.138614,1,italy_serie_a2,1,finished
2025-10-19,Avellino Basket,Basket Torino,83,54,1,0.621212,0.378788,0.121212,1,italy_serie_a2,1,finished
2025-10-19,Forli,Scafati,82,87,0,0.513441,0.486559,0.013441,0,italy_serie_a2,1,finished
2025-10-19,JuVi Cremona,Fortitudo Bologna,68,58,1,0.37,0.63,0.13,0,italy_serie_a2,1,finished
2025-10-19,Libertas Livorno,Blu Basket Bergamo,75,72,1,0.671395,0.328605,0.171395,1,italy_serie_a2,1,finished
2025-10-19,Pesaro,Mestre,90,84,1,0.818182,0.181818,0.318182,1,italy_serie_a2,1,finished
2025-10-19,Sebastiani Rieti,Pistoia,73,88,0,0.710817,0.289183,0.210817,0,italy_serie_a2,1,finished
2025-10-19,Cento,Roseto,86,75,1,0.69457,0.30543,0.19457,1,italy_serie_a2,1,finished
2025-10-19,Verona,Rimini,96,84,1,0.622166,0.377834,0.122166,1,italy_serie_a2,1,finished
2025-10-18,Cividale,Ruvo Di Puglia,80,91,0,0.860285,0.139715,0.360285,0,italy_serie_a2,1,finished
2025-10-15,Blu Basket Bergamo,Pesaro,83,101,0,0.549072,0.450928,0.049072,0,italy_serie_a2,1,finished
2025-10-12,Avellino Basket,Brindisi,59,82,0,0.525469,0.474531,0.025469,0,italy_serie_a2,1,finished
2025-10-12,Basket Torino,Libertas Livorno,77,72,1,0.559367,0.440633,0.059367,1,italy_serie_a2,1,finished
2025-10-12,Blu Basket Bergamo,Urania Milano,77,69,1,0.620253,0.379747,0.120253,1,italy_serie_a2,1,finished
2025-10-12,Forli,Cividale,58,79,0,0.625628,0.374372,0.125628,0,italy_serie_a2,1,finished
2025-10-12,Fortitudo Bologna,Pesaro,74,81,0,0.705357,0.294643,0.205357,0,italy_serie_a2,1,finished
2025-10-12,Mestre,Rimini,73,92,0,0.37,0.63,0.13,1,italy_serie_a2,1,finished
2025-10-12,Roseto,JuVi Cremona,91,92,0,0.683721,0.316279,0.183721,0,italy_serie_a2,1,finished
2025-10-12,Ruvo Di Puglia,Pistoia,76,82,0,0.236434,0.763566,0.263566,1,italy_serie_a2,1,finished
2025-10-12,Scafati,Verona,81,85,0,0.474531,0.525469,0.025469,1,italy_serie_a2,1,finished
2025-10-12,Sebastiani Rieti,Cento,73,67,1,0.717391,0.282609,0.217391,1,italy_serie_a2,1,finished
2025-10-08,Brindisi,Scafati,77,73,1,0.699095,0.300905,0.199095,1,italy_serie_a2,1,finished
2025-10-08,Cividale,Sebastiani Rieti,75,84,0,0.554377,0.445623,0.054377,0,italy_serie_a2,1,finished
2025-10-08,JuVi Cremona,Avellino Basket,68,78,0,0.409326,0.590674,0.090674,1,italy_serie_a2,1,finished
2025-10-08,Pistoia,Libertas Livorno,69,90,0,0.661058,0.338942,0.161058,0,italy_serie_a2,1,finished
2025-10-08,Rimini,Blu Basket Bergamo,79,93,0,0.81876,0.18124,0.31876,0,italy_serie_a2,1,finished
2025-10-08,Roseto,Pesaro,80,89,0,0.546667,0.453333,0.046667,0,italy_serie_a2,1,finished
2025-10-08,Ruvo Di Puglia,Mestre,71,79,0,0.47043,0.52957,0.02957,1,italy_serie_a2,1,finished
2025-10-08,Cento,Forli,83,76,1,0.524064,0.475936,0.024064,1,italy_serie_a2,1,finished
2025-10-08,Verona,Basket Torino,75,58,1,0.717391,0.282609,0.217391,1,italy_serie_a2,1,finished
2025-10-05,Blu Basket Bergamo,Roseto,92,83,1,0.606138,0.393862,0.106138,1,italy_serie_a2,1,finished
2025-10-05,Fortitudo Bologna,Cividale,81,78,1,0.703371,0.296629,0.203371,1,italy_serie_a2,1,finished
2025-10-05,JuVi Cremona,Rimini,71,84,0,0.384224,0.615776,0.115776,1,italy_serie_a2,1,finished
2025-10-05,Libertas Livorno,Brindisi,67,62,1,0.481183,0.518817,0.018817,0,italy_serie_a2,1,finished
2025-10-05,Pesaro,Ruvo Di Puglia,86,71,1,0.814634,0.185366,0.314634,1,italy_serie_a2,1,finished
2025-10-05,Sebastiani Rieti,Forli,90,60,1,0.538667,0.461333,0.038667,1,italy_serie_a2,1,finished
2025-10-05,Verona,Avellino Basket,98,92,1,0.689655,0.310345,0.189655,1,italy_serie_a2,1,finished
